MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     16887.35,     17147.45,     17287.30,     17117.30,     17274.30,488694756544.40,2170626565,Y, ,17344603,     18604.45,     15183.40
Y, , ,NIFTY50 EQL Wgt,     19474.00,     19775.90,     19907.15,     19740.20,     19891.25,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 EQL Wgt,     20074.50,     20409.55,     20521.15,     20337.90,     20505.05,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 LowVol30,     12721.55,     12885.05,     12940.15,     12852.00,     12929.70,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY Alpha 50,     28983.70,     29543.25,     29829.00,     29309.45,     29800.65,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY MIDCAP 150,     11533.35,     11692.10,     11803.30,     11656.70,     11794.35,0,0,Y, ,0,     12338.50,      9496.60
Y, , ,NIFTY SMLCAP 50,      4231.90,      4307.65,      4321.45,      4285.45,      4316.85,0,0,Y, ,0,      5889.45,      3588.30
Y, , ,NIFTY SMLCAP 250,      9163.95,      9298.30,      9319.60,      9250.50,      9285.30,0,0,Y, ,0,     10524.55,      7598.05
Y, , ,NIFTY MIDSML 400,     10684.90,     10835.15,     10901.05,     10795.45,     10893.60,0,0,Y, ,0,     11554.15,      8815.80
Y, , ,NIFTY200 QUALTY30,     14138.70,     14341.15,     14419.40,     14298.00,     14409.45,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty FinSrv25 50,     16769.00,     17039.50,     17242.20,     17008.35,     17223.25,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY AlphaLowVol,     16729.80,     16957.15,     17015.70,     16911.45,     16983.30,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty200Momentm30,     18842.80,     19138.30,     19262.10,     19051.05,     19243.30,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100ESGSecLdr,      2798.25,      2841.75,      2863.55,      2837.00,      2861.35,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 ESG,      3329.05,      3383.75,      3406.75,      3378.40,      3403.80,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY M150 QLTY50,     16502.45,     16699.40,     16775.25,     16649.15,     16755.00,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY INDIA MFG,      8083.95,      8203.05,      8247.40,      8171.65,      8238.25,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty IT,     26729.10,     27163.35,     27530.80,     27106.50,     27496.95,0,0,Y, ,0,     39446.70,     26186.70
Y, , ,Nifty Next 50,     41412.25,     42209.50,     42423.70,     41902.75,     42381.40,0,0,Y, ,0,     45509.70,     35018.20
Y, , ,Nifty Bank,     38029.65,     38700.40,     39177.50,     38596.90,     39110.05,0,0,Y, ,0,     41840.15,     32155.35
Y, , ,NIFTY MIDCAP 100,     30284.65,     30753.30,     31119.50,     30669.40,     31090.60,0,0,Y, ,0,     33243.50,     25048.15
Y, , ,Nifty 500,     14638.50,     14869.55,     14975.60,     14852.55,     14965.80,0,0,Y, ,0,     16004.45,     12855.55
Y, , ,Nifty 100,     17190.90,     17470.75,     17602.05,     17444.40,     17589.30,0,0,Y, ,0,     18870.70,     15336.05
Y, , ,Nifty Midcap 50,      8225.90,      8363.40,      8494.30,      8353.95,      8481.15,0,0,Y, ,0,      9196.75,      6963.15
Y, , ,Nifty Realty,       418.75,       424.85,       428.95,       423.10,       428.25,0,0,Y, ,0,       560.90,       365.75
Y, , ,Nifty Infra,      4917.90,      4985.55,      5011.75,      4974.40,      5007.70,0,0,Y, ,0,      5362.80,      4405.55
Y, , ,Nifty Energy,     25192.60,     25646.45,     25762.60,     25316.10,     25717.65,0,0,Y, ,0,     29304.05,     21841.95
Y, , ,Nifty FMCG,     43477.30,     44034.05,     44319.05,     43871.30,     44287.05,0,0,Y, ,0,     45237.95,     33407.55
Y, , ,Nifty MNC,     19343.05,     19644.55,     19704.05,     19544.65,     19681.15,0,0,Y, ,0,     20348.85,     16805.30
Y, , ,Nifty Pharma,     13118.95,     13244.50,     13246.05,     13140.90,     13233.45,0,0,Y, ,0,     14802.40,     11726.40
Y, , ,Nifty PSE,      3990.75,      4041.60,      4067.70,      4024.10,      4060.85,0,0,Y, ,0,      4517.15,      3602.20
Y, , ,Nifty PSU Bank,      2914.90,      2982.40,      3006.35,      2969.05,      3001.60,0,0,Y, ,0,      3267.95,      2283.85
Y, , ,Nifty Serv Sector,     23048.00,     23458.60,     23689.05,     23413.10,     23666.00,0,0,Y, ,0,     25822.85,     20292.75
Y, , ,India VIX,21.3650,21.3650,21.3650,19.4475,19.5700,0,0,Y, ,0,33.9725,12.0800
Y, , ,Nifty Auto,     12441.05,     12643.00,     12724.30,     12586.60,     12690.55,0,0,Y, ,0,     13421.60,      9226.95
Y, , ,Nifty Metal,      5593.95,      5731.75,      5778.85,      5662.00,      5769.30,0,0,Y, ,0,      6825.65,      4437.30
Y, , ,Nifty Media,      2039.10,      2072.50,      2104.00,      2046.45,      2095.45,0,0,Y, ,0,      2494.55,      1752.20
Y, , ,NIFTY SMLCAP 100,      9379.15,      9542.75,      9559.40,      9486.05,      9544.45,0,0,Y, ,0,     12047.45,      7904.90
Y, , ,Nifty 200,      9019.50,      9165.40,      9238.60,      9153.20,      9232.55,0,0,Y, ,0,      9895.10,      7978.20
Y, , ,Nifty Div Opps 50,      3529.65,      3580.20,      3615.30,      3574.70,      3611.40,0,0,Y, ,0,      3971.00,      3197.75
Y, , ,Nifty Commodities,      5489.55,      5596.35,      5623.00,      5543.95,      5617.40,0,0,Y, ,0,      6458.45,      4774.15
Y, , ,Nifty Consumption,      7725.95,      7847.80,      7872.95,      7818.15,      7867.80,0,0,Y, ,0,      8146.95,      6177.70
Y, , ,Nifty Fin Service,     17270.20,     17564.10,     17761.30,     17525.65,     17741.05,0,0,Y, ,0,     19778.95,     14857.30
Y, , ,Nifty50 Div Point,       157.73,       157.73,       157.73,       157.73,       157.73,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Liq 15,      4391.45,      4470.20,      4501.90,      4461.00,      4498.35,0,0,Y, ,0,      4790.10,      3812.25
Y, , ,Nifty CPSE,      2583.70,      2617.50,      2638.20,      2602.05,      2632.65,0,0,Y, ,0,      2827.75,      2166.35
Y, , ,Nifty GrowSect 15,      8719.70,      8828.25,      8849.35,      8798.55,      8838.25,0,0,Y, ,0,      8997.20,      6822.30
Y, , ,Nifty50 PR 2x Lev,      7880.80,      8122.30,      8250.20,      8103.10,      8240.70,0,0,Y, ,0,     10268.25,      6508.90
Y, , ,Nifty50 PR 1x Inv,       264.35,       260.30,       260.65,       258.20,       258.35,0,0,Y, ,0,       291.30,       238.00
Y, , ,Nifty50 TR 2x Lev,     10970.90,     11307.10,     11485.15,     11280.35,     11471.95,0,0,Y, ,0,     13910.90,      8986.95
Y, , ,Nifty50 TR 1x Inv,       224.15,       220.75,       221.05,       218.95,       219.05,0,0,Y, ,0,       248.00,       204.60
Y, , ,Nifty50 Value 20,      8449.80,      8571.80,      8667.25,      8557.25,      8657.65,0,0,Y, ,0,      9602.50,      7700.65
Y, , ,Nifty Mid Liq 15,      7270.45,      7397.95,      7525.15,      7379.35,      7511.00,0,0,Y, ,0,      7971.15,      6366.80
Y, , ,Nifty Pvt Bank,     19629.85,     19978.05,     20274.20,     19930.05,     20249.55,0,0,Y, ,0,     21719.30,     16280.15
Y, , ,NIFTY100 Qualty30,      3792.10,      3848.60,      3872.15,      3837.60,      3869.40,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 8 13Yr,      2273.85,      2274.29,      2287.20,      2274.29,      2286.94,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr,      2012.22,      2012.62,      2026.52,      2012.62,      2026.21,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr Cln,       856.54,       856.54,       862.50,       856.54,       862.37,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 4 8Yr,      2486.41,      2486.88,      2498.60,      2486.88,      2498.50,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 11 15Yr,      2476.49,      2476.99,      2498.32,      2476.99,      2498.20,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 15YrPlus,      2683.97,      2684.52,      2702.94,      2684.52,      2702.94,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS Compsite,      2349.13,      2349.59,      2365.80,      2349.59,      2365.61,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY HEALTHCARE,      8280.35,      8363.05,      8364.10,      8294.60,      8353.05,0,0,Y, ,0,      9275.15,      6482.80
Y, , ,NIFTY CONSR DURBL,     26840.75,     27258.50,     27259.00,     27022.95,     27061.95,0,0,Y, ,0,     30892.40,     14089.55
Y, , ,NIFTY OIL AND GAS,      7543.15,      7665.65,      7708.65,      7591.55,      7685.20,0,0,Y, ,0,      8524.10,      4632.70
Y, , ,NIFTY500 MULTICAP,      9604.75,      9751.10,      9807.85,      9730.55,      9801.85,0,0,Y, ,0,     10475.45,      5531.55
Y, , ,NIFTY LARGEMID250,      9694.90,      9840.45,      9923.55,      9824.50,      9916.90,0,0,Y, ,0,     10495.35,      5635.20
Y, , ,NIFTY MID SELECT,      7095.70,      7216.30,      7334.00,      7206.05,      7323.35,0,0,Y, ,0,      8124.45,      5520.25
Y, , ,NIFTY TOTAL MKT,      8152.60,      8280.80,      8339.65,      8271.95,      8334.30,0,0,Y, ,0,      8833.95,      6252.10
Y, , ,NIFTY MICROCAP250,     10593.55,     10735.85,     10808.05,     10735.30,     10799.80,0,0,Y, ,0,     11394.55,      5802.95
Y, , ,NIFTY IND DIGITAL,      5253.50,      5335.85,      5378.70,      5329.80,      5373.95,0,0,Y, ,0,      7365.45,      4755.25
 , , , , , , , , , , ,Y, , , , 
 , , , , , , , , , , ,Y, , , , 
 , , ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,       784.40,       804.00,       826.30,       790.10,       823.05,               8495549182.85,10445528,Y, ,150364,       987.85,       651.95
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      4365.20,      4430.00,      4444.55,      4365.20,      4404.40,               1351841983.80,307009,Y, ,25748,      5935.40,      3361.55
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      3302.90,      3330.00,      3368.35,      3312.05,      3337.75,               3319759538.00,994382,Y, ,79809,      3590.00,      2560.00
N,EQ,AXISBANK,AXIS BANK LIMITED,       722.75,       733.40,       744.50,       732.00,       742.80,               4030218328.55,5438934,Y, ,191004,       866.90,       618.25
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      3515.35,      3550.50,      3599.90,      3539.20,      3579.60,               1133876479.30,317554,Y, ,21944,      4131.75,      3027.05
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      1646.60,      1682.00,      1705.00,      1670.05,      1701.15,               3049602775.90,1806381,Y, ,67335,     19325.00,      1621.00
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,      7171.80,      7335.00,      7505.00,      7306.35,      7488.70,               8837283517.10,1191495,Y, ,119646,      8050.00,      5220.00
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,       803.35,       813.00,       816.75,       807.50,       808.70,               4680327985.05,5772140,Y, ,133307,       816.75,       628.75
N,EQ,BPCL,BHARAT PETROLEUM CORP  LT,       308.80,       311.00,       314.20,       310.25,       311.45,                666295657.75,2133260,Y, ,37610,       470.00,       293.35
N,EQ,BRITANNIA,BRITANNIA INDUSTRIES LTD,      3768.95,      3807.00,      3826.65,      3775.55,      3818.15,                586041223.10,153835,Y, ,18298,      3993.15,      3050.00
N,EQ,CIPLA,CIPLA LTD,      1130.75,      1138.85,      1147.50,      1133.00,      1144.65,               2184862277.10,1911413,Y, ,83482,      1147.50,       850.00
N,EQ,COALINDIA,COAL INDIA LTD,       214.95,       218.30,       224.00,       218.10,       223.25,               2405462584.15,10862095,Y, ,69025,       240.50,       139.15
N,EQ,DIVISLAB,DIVI S LABORATORIES LTD,      3726.85,      3769.00,      3795.00,      3737.80,      3780.10,               1082472035.60,287021,Y, ,39895,      5425.10,      3365.55
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      4419.65,      4446.00,      4449.90,      4376.05,      4413.95,               1361591049.25,308654,Y, ,36644,      5077.00,      3654.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,      3463.35,      3524.00,      3579.90,      3516.65,      3555.00,               3415811667.15,961129,Y, ,74498,      3787.25,      2159.55
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      1636.45,      1667.80,      1688.60,      1651.40,      1683.90,                862145796.80,513621,Y, ,23136,      1929.80,      1276.60
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,       930.25,       942.50,       951.00,       937.05,       946.00,               2204492799.15,2331351,Y, ,80031,      1359.40,       877.35
N,EQ,HDFC,HDFC LTD,      2283.05,      2328.70,      2353.90,      2315.25,      2349.45,               5525637893.00,2356681,Y, ,114918,      3021.10,      2026.00
N,EQ,HDFCBANK,HDFC BANK LTD,      1413.20,      1429.50,      1458.00,      1426.15,      1453.00,               8355997412.35,5769263,Y, ,130624,      1725.00,      1271.60
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       518.70,       522.20,       533.10,       522.20,       531.95,               1196397411.95,2257640,Y, ,62164,       741.70,       497.05
N,EQ,HEROMOTOCO,HERO MOTOCORP LIMITED,      2525.55,      2580.00,      2627.90,      2561.10,      2621.80,               1019428576.55,391128,Y, ,43856,      2950.00,      2146.85
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       380.95,       396.00,       400.90,       390.30,       394.05,               3556685543.30,9017446,Y, ,97722,       636.00,       308.95
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2622.50,      2650.00,      2676.50,      2634.15,      2667.95,               3531861042.45,1327939,Y, ,89227,      2734.00,      1901.55
N,EQ,ICICIBANK,ICICI BANK LTD.,       848.35,       865.00,       872.65,       860.10,       867.65,               7790275639.05,8975095,Y, ,150804,       936.65,       642.15
N,EQ,INDUSINDBK,INDUSIND BANK LIMITED,      1156.25,      1184.90,      1222.00,      1176.15,      1219.25,               5388215351.05,4446589,Y, ,109071,      1275.80,       763.20
N,EQ,INFY,INFOSYS LIMITED,      1393.75,      1419.70,      1432.25,      1414.00,      1429.40,               9460607735.95,6631341,Y, ,165041,      1953.90,      1355.00
N,EQ,ITC,ITC LTD,       324.40,       328.70,       334.00,       328.00,       332.85,               2917827879.40,8803255,Y, ,121561,       349.55,       207.00
N,EQ,JSWSTEEL,JSW STEEL LIMITED,       623.55,       633.80,       645.00,       632.15,       643.20,                886417240.30,1384242,Y, ,30000,       790.00,       520.05
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      1783.90,      1808.00,      1827.80,      1802.00,      1822.25,               3034906788.15,1668922,Y, ,67461,      2253.00,      1631.00
N,EQ,LT,LARSEN & TOUBRO LTD.,      1819.30,      1835.30,      1880.95,      1835.30,      1871.55,               3056760666.05,1637532,Y, ,89225,      2078.55,      1456.35
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,      1251.35,      1265.00,      1277.95,      1255.00,      1260.35,               3807478170.50,3011962,Y, ,104627,      1338.00,       671.15
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,      8547.00,      8699.00,      8758.55,      8630.00,      8690.50,               4373980340.60,503140,Y, ,73590,      9451.00,      6536.55
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,     18992.60,     19250.00,     19350.00,     19051.20,     19251.85,                717984047.65,37289,Y, ,12888,     20200.00,     16000.00
N,EQ,NTPC,NTPC LTD,       160.35,       161.95,       164.00,       161.35,       162.55,               1464142959.85,9013773,Y, ,47027,       176.15,       119.10
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       132.40,       134.90,       135.00,       131.80,       133.90,               1882936959.65,14137567,Y, ,75327,       194.95,       119.85
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       210.80,       212.10,       212.35,       208.00,       208.45,               3014362564.75,14384500,Y, ,88500,       248.35,       180.30
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      2369.50,      2397.80,      2418.00,      2390.15,      2413.20,               9939556462.20,4129893,Y, ,152496,      2856.15,      2180.00
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      1237.25,      1252.25,      1265.00,      1250.05,      1260.65,                529310957.65,420656,Y, ,28660,      1340.35,      1003.50
N,EQ,SBIN,STATE BANK OF INDIA,       519.75,       533.00,       535.80,       527.80,       532.70,               4656244525.45,8745887,Y, ,128142,       578.50,       425.00
N,EQ,SHREECEM,SHREE CEMENT LIMITED,     20719.05,     20890.00,     21168.20,     20835.15,     21009.75,               1240417812.45,59059,Y, ,15035,     29818.90,     17865.20
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,       944.50,       955.70,       956.30,       943.05,       944.55,               1760087127.35,1856830,Y, ,67462,       967.85,       733.70
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,       777.95,       786.75,       792.45,       781.20,       785.15,                974499313.95,1238967,Y, ,36990,       863.00,       650.20
N,EQ,TATAMOTORS,TATA MOTORS LIMITED,       397.65,       406.00,       408.95,       402.90,       407.90,               5187541978.50,12761425,Y, ,130059,       536.70,       335.00
N,EQ,TATASTEEL,TATA STEEL LIMITED,        98.35,       100.30,       101.50,       100.00,       101.15,               4050787705.90,40186702,Y, ,199183,      1426.55,        95.00
N,EQ,TCS,TATA CONSULTANCY SERV LT,      2984.95,      3029.95,      3098.00,      3023.00,      3091.15,               6594168772.85,2145875,Y, ,124233,      4043.00,      2926.10
N,EQ,TECHM,TECH MAHINDRA LIMITED,      1005.50,      1022.00,      1036.00,      1017.90,      1028.30,               2789245128.05,2715420,Y, ,69579,      1838.00,       943.70
N,EQ,TITAN,TITAN COMPANY LIMITED,      2574.20,      2629.00,      2629.00,      2571.65,      2585.10,               3343967110.20,1291070,Y, ,107630,      2768.00,      1825.05
N,EQ,ULTRACEMCO,ULTRATECH CEMENT LIMITED,      6242.55,      6348.90,      6381.85,      6280.15,      6307.55,               1942452555.50,307268,Y, ,40625,      8269.00,      5157.05
N,EQ,UPL,UPL LIMITED,       665.10,       678.00,       691.70,       674.00,       689.95,               1620406942.70,2372225,Y, ,48398,       848.00,       607.50
N,EQ,WIPRO,WIPRO LTD,       394.50,       399.95,       406.00,       399.00,       405.50,               2542159660.75,6295848,Y, ,99985,       739.85,       384.60
 , , , , , , , , , , ,N, , , , 
 , , ,NIFTY Next 50 Sec, , , , , , , ,N, , , , 
N,EQ,ACC,ACC LIMITED,      2301.30,      2355.00,      2373.30,      2288.05,      2359.65,               1676713186.30,714858,N, ,35698,      2785.00,      1900.00
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      3157.30,      3230.00,      3291.20,      3125.00,      3237.70,              18224362149.00,5642467,N, ,206194,      3885.00,      1367.70
N,EQ,ADANIGREEN,ADANI GREEN ENERGY LTD,      2074.05,      2154.00,      2235.95,      2037.50,      2134.20,               8427322389.90,3959850,N, ,170015,      3050.00,      1106.00
N,EQ,ADANITRANS,ADANI TRANSMISSION LTD,      3123.65,      3244.00,      3350.00,      3135.00,      3318.60,               4680357076.15,1426522,N, ,87113,      4236.75,      1870.55
N,EQ,AMBUJACEM,AMBUJA CEMENTS LTD,       488.65,       502.40,       506.40,       482.90,       492.20,               6217788570.10,12515966,N, ,171744,       585.70,       274.00
N,EQ,BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,      6507.25,      6585.00,      6611.00,      6482.10,      6537.05,                439739363.90,67349,N, ,15423,      7378.45,      4294.05
N,EQ,BANDHANBNK,BANDHAN BANK LIMITED,       261.05,       266.00,       273.50,       265.00,       270.00,               2231389848.10,8245378,N, ,57182,       349.55,       229.55
N,EQ,BANKBARODA,BANK OF BARODA,       128.05,       131.25,       134.20,       130.50,       133.80,               2737943105.00,20696678,N, ,71530,       143.45,        77.05
N,EQ,BERGEPAINT,BERGER PAINTS (I) LTD,       605.45,       614.70,       618.75,       609.35,       615.15,                417279564.10,678639,N, ,21825,       856.95,       543.60
N,EQ,BIOCON,BIOCON LIMITED.,       291.75,       293.00,       299.15,       293.00,       298.55,                665607908.30,2244077,N, ,28577,       410.70,       273.50
N,EQ,BOSCHLTD,BOSCH LIMITED,     15618.90,     15900.00,     15938.00,     15700.00,     15905.05,                204355559.55,12884,N, ,4041,     19250.00,     12932.45
N,EQ,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,       699.55,       716.00,       744.45,       716.00,       737.75,               2100787068.20,2855582,N, ,76809,       817.75,       469.25
N,EQ,COLPAL,COLGATE PALMOLIVE LTD.,      1579.45,      1597.00,      1625.00,      1583.80,      1600.60,                430753748.35,268268,N, ,27234,      1724.10,      1375.60
N,EQ,DABUR,DABUR INDIA LTD,       557.15,       568.20,       568.20,       552.20,       553.80,               1639741344.15,2948474,N, ,56670,       632.00,       482.25
N,EQ,DLF,DLF LIMITED,       347.85,       354.00,       361.00,       354.00,       359.10,               1665738611.25,4660309,N, ,49152,       449.70,       294.70
N,EQ,DMART,AVENUE SUPERMARTS LIMITED,      4443.75,      4600.00,      4600.00,      4460.55,      4479.55,               2731954321.55,605857,N, ,73911,      5900.00,      3186.00
N,EQ,GAIL,GAIL (INDIA) LTD,        85.15,        86.10,        87.80,        85.50,        87.25,                895991192.30,10340686,N, ,47812,       173.50,        83.00
N,EQ,GLAND,GLAND PHARMA LIMITED,      2132.65,      2160.00,      2160.00,      2121.00,      2131.90,                342157770.30,160320,N, ,13191,      4072.00,      2042.85
N,EQ,GODREJCP,GODREJ CONSUMER PRODUCTS,       885.05,       903.80,       907.05,       887.00,       896.60,                477723870.45,530875,N, ,18219,      1072.20,       660.05
N,EQ,HAVELLS,HAVELLS INDIA LIMITED,      1323.15,      1349.00,      1368.40,      1336.45,      1343.30,               1078728062.75,799269,N, ,25350,      1504.45,      1037.40
N,EQ,HDFCAMC,HDFC AMC LIMITED,      1838.40,      1863.95,      1916.40,      1857.70,      1892.40,                342281361.10,180703,N, ,12251,      2979.00,      1690.00
N,EQ,ICICIGI,ICICI LOMBARD GIC LIMITED,      1125.45,      1136.00,      1153.85,      1135.00,      1149.95,                598818337.15,523647,N, ,45738,      1606.95,      1071.00
N,EQ,ICICIPRULI,ICICI PRU LIFE INS CO LTD,       509.90,       513.90,       528.45,       513.60,       526.90,                570318157.85,1090829,N, ,22327,       692.55,       430.00
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,      1796.85,      1840.00,      1869.50,      1830.10,      1851.75,               1535803307.45,830556,N, ,31482,      2380.00,      1511.75
N,EQ,INDUSTOWER,INDUS TOWERS LIMITED,       197.20,       199.85,       203.20,       199.05,       201.40,                428013928.75,2126306,N, ,23109,       326.40,       181.20
N,EQ,IOC,INDIAN OIL CORP LTD,        66.70,        68.00,        68.00,        67.10,        67.30,                708198905.70,10513995,N, ,41727,       141.50,        65.20
N,EQ,JUBLFOOD,JUBILANT FOODWORKS LTD,       614.95,       622.00,       637.50,       618.10,       633.40,               2075198572.35,3297431,N, ,58138,      4590.00,       451.20
N,EQ,LTI,L&T INFOTECH LIMITED,      4450.70,      4535.00,      4597.50,      4499.00,      4588.10,               1288167815.40,282151,N, ,24123,      7588.80,      3733.30
N,EQ,LUPIN,LUPIN LIMITED,       722.10,       725.00,       750.55,       712.15,       742.25,               3091410356.70,4221009,N, ,82561,       979.90,       583.00
N,EQ,MARICO,MARICO LIMITED,       529.50,       537.00,       537.00,       520.00,       526.10,               1598722727.55,3048584,N, ,45109,       607.70,       455.65
N,EQ,MCDOWELL-N,UNITED SPIRITS LIMITED,       827.30,       838.00,       864.55,       834.10,       861.60,               2170208935.20,2550163,N, ,102668,      1019.95,       712.00
N,EQ,MINDTREE,MINDTREE LIMITED,      3119.65,      3170.00,      3255.00,      3158.00,      3246.50,               2156805121.00,668584,N, ,37944,      5060.00,      2649.20
N,EQ,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,      1029.60,      1045.60,      1053.00,      1031.75,      1040.05,                807709222.85,777162,N, ,22180,      1721.95,       950.20
N,EQ,NAUKRI,INFO EDGE (I) LTD,      3804.60,      3879.00,      3958.00,      3866.35,      3947.45,               1420210459.05,362509,N, ,37690,      7465.40,      3313.00
N,EQ,NMDC,NMDC LTD.,       125.75,       129.00,       130.20,       127.10,       129.70,                592033074.90,4599943,N, ,20458,       175.35,        99.60
N,EQ,NYKAA,FSN E COMMERCE VENTURES,      1304.20,      1330.00,      1348.95,      1301.90,      1307.45,               1224391400.90,928712,N, ,56420,      2573.70,      1207.50
N,EQ,PAYTM,ONE 97 COMMUNICATIONS LTD,       660.00,       670.90,       677.35,       664.10,       674.95,                498990527.40,743798,N, ,24254,      1955.00,       510.05
N,EQ,PEL,PIRAMAL ENTERPRISES LTD,       829.25,       848.00,       869.50,       840.15,       867.45,               1056923961.80,1229618,N, ,44685,      3014.95,       826.00
N,EQ,PGHH,P&G HYGIENE & HEALTH CARE,     14001.80,     14075.50,     14159.90,     13837.20,     13939.75,                820105838.40,58933,N, ,5071,     16448.70,     12801.00
N,EQ,PIDILITIND,PIDILITE INDUSTRIES LTD,      2656.25,      2691.00,      2698.25,      2673.10,      2686.65,                748906951.85,278679,N, ,22643,      2918.95,      1988.55
N,EQ,PIIND,PI INDUSTRIES LTD,      2964.80,      3019.95,      3089.95,      3001.05,      3035.45,                798204462.05,262179,N, ,21040,      3504.85,      2333.55
N,EQ,PNB,PUNJAB NATIONAL BANK,        35.45,        36.35,        36.65,        36.15,        36.45,               1394213095.05,38320151,N, ,43583,        48.20,        28.05
N,EQ,SAIL,STEEL AUTHORITY OF INDIA,        76.00,        77.75,        80.00,        76.90,        79.60,               1332674364.95,17021286,N, ,41294,       131.80,        63.60
N,EQ,SBICARD,SBI CARDS & PAY SER LTD,       879.25,       897.00,       904.75,       885.00,       894.55,               1178717631.50,1311142,N, ,34127,      1160.10,       655.70
N,EQ,SIEMENS,SIEMENS LTD,      2707.00,      2735.00,      2789.40,      2725.55,      2749.80,                302434145.10,109750,N, ,12972,      3138.50,      2021.00
N,EQ,SRF,SRF LTD,      2478.90,      2520.00,      2555.00,      2485.00,      2545.65,               1747036234.75,690454,N, ,54158,     12600.00,      1973.10
N,EQ,TORNTPHARM,TORRENT PHARMACEUTICALS L,      1578.85,      1599.00,      1605.00,      1584.45,      1591.70,                700437464.65,439554,N, ,16595,      3298.50,      1430.00
N,EQ,VEDL,VEDANTA LIMITED,       268.35,       279.00,       280.90,       272.80,       279.15,               3203649056.50,11559416,N, ,94281,       440.75,       206.00
N,EQ,ZOMATO,ZOMATO LIMITED,        61.90,        63.10,        64.45,        63.00,        64.05,               3006966850.55,47077008,N, ,92827,       169.00,        40.60
N,EQ,ZYDUSLIFE,ZYDUS LIFESCIENCES LTD,       409.35,       414.00,       421.50,       405.70,       419.90,               1800596411.40,4337423,N, ,52202,       573.20,       319.00
 ,EQ, , , , , , , , , , , , , , 
 ,EQ, ,COMPULSORY ROLLING STOCKS, , , , , , , , , , , , 
N,EQ,20MICRONS,20 MICRONS LTD,        95.55,        97.10,        98.30,        95.65,        97.75,                 10657761.85,109702,N, ,2403,       119.70,        53.60
N,EQ,21STCENMGM,21ST CENTURY MGMT SERVICE,        22.85,        22.55,        23.25,        22.40,        22.70,                   454545.45,20026,N, ,122,        64.00,        20.75
